descricao;clean
CEFUROXIMA SODICA 750MG FA. (ITEM: );7897406118919
CEFAZOLINA SODICA 1G PO SOL INJ -;7898924600559
CEFAZOLINA SODICA 1G SOL INJ DIL -;7898924600559
CEFTAZIDIMA 1G INJ FR IM/IV S/DIL GEN;7898361881375
CEFTRIAXONA 1G IV BLAUSIEGEL;7896014687923
TENOXICAM 20MG INJ PO LIOF S/ DILUENTE TEFLAN UNIAO QUIMICA;7896006219149
TENOXICAM 20MG INJ + DILUENTE 2ML GENERICO EUROFARMA;7891317425234
TEFLAN 20MG INJ C/50 F/AMP S/DIL2ML EV/IM (TENOXICAM).;7896006219149
TENOXICAN 20MG 10CPR;7896862910471
TENOXICAN 20MG AMP 2M (TEFLAN);7896006219149
TENOXICAN 20MG F/A. -GGREM - 533010503151411- (UNIAO QUIMICA);7896006219149
TENOXICAN 20 MG IV/IM C/50 F/1F/A (--);7896676416206
TENOXICAN 20MG APRES. CX/50 F/A + DILUENTE - TEFLAN -GGREM (533010503151411) (--);7896006219149
TENOXICAN 20MG APRES. CX/50 F/A + DILUENTE - TEFLAN -GGREM (533010503151411) (UNIAO QUIMICA);7896006219149
TENOXICAM 20MG CX 50FA   TEFLAN;7896006219149
TENOXICAM 20MG INJ S/DIL IM/IV UNIAO QUIMICA;7896006219149
TENOXICAM 20MG 50FAM+DIL GEN-EUROFARMA;7891317425234
TENOXICAM 20MG INJ EV/IM C/50 FA (TEFLAN) UNIAO QUIMICA;7896006219149
TEFLAN (TENOXICAM) 20MG INJ IM/EV PO LIOF CX C/50 FA;7896006219149
TEFLAN;7896006219149
TENOXICAM 20MG INJ (UNIAO QUIMICA);7896006219149
TENOXICAM 20 MG FA + DIL 2ML (G);7891317425234
TEFLAN 20MG C/50FA S/DIL;7896006219149
TENOXICAM 20MG COMP (G);7896714223971
TENOXICAM 20MG CX 50FA+AMP DIL 2ML;7891317425234
TENOXICAM 20 MG COMP (G);7896714223971
CLOXAZOLAM 2MG C/30CP;7891317448431
TENOXICAM 40MG INJ (ITEM GENERICO);7896676416213
TENOXICAM 20MG C/50FA C/DIL;7896676416206
TEFLAN 20 MG INJ CX 50FA (TENOXICAM) - OL;7896006219149
FELDENE SUBL 20MG 5X2 COMP-REFERENCIA;7891268104028
FLOXICAM 20 MG 15 CA PIROXICAM NEO.;7896714280707
FELDANAX 20MG CX 30 BL X 15 CAPS;7899095210127
TEFLAN 20MG PO INJ 1 FR-AMP S/DIL IM/IV;7896006219149
ORTOSAMIN 1,5G PO SOL ORAL CX 30 SACHES;7895296095068
TENOXICAM 20MG FR-AMP IV IM C/ DIL GEN;7896676416206
TENOXICAM 20MG PO PARA INJATAVEL FRASCO AMPOLA 2ML CRISTALIA;7896676416206
OLCADIL 2 MG CPR C/30                 B1;7896261011601
TENOXICAM (CLORIDRATO DE) PO P/ SOL. INJ. 20 MG;7896006219149
TENOXICAM 40MG F/A;7896006210535
TENOXICAM INJ. 20MG F/A - F/A;7896006219149
TENOXICAM 20 MG;7896006219149
MENTELMIN 100MG;7897732601628
TEFLAN 40MG;7896006210535
TENOXICAM 20MG CP;7896862918675
TENOXICAM 20MG F/A + DIL 2ML GENERICO CRISTALIA;7896676416206
TENOXICAM 40MG GENERICO CRISTALIA;7896676416213
TENOXICAM 40MG TEFLAN UNIAO QUIMICA (S.P);7896006210535
TENOXICAM 40 MG/ ML TEFLAN UNIAO QUIMICA (S.P);7896006210535
REUMOTEC 20MG CX 10 COMP;7898049799602
EQUILID 50MG CX 20 CAPS;7891058030216
TENOXICAM 40MG UNIAO QUIMICA;7896006210535
TENOXICAM 40MG 2ML UNIAO QUIMICA;7896006210535
TENOXICAM 40MG 2ML C/DILUENTE CRISTALIA;7896676416213
TENOXICAM 20MG 2ML C/DILUENTE CRISTALIA;7896676416206
TEFLAN-40MG SOL IV CX 50 FR/AMP VIA EV/IM;7896006210535
TEFLAN-20MG PO INJ CX 50 FR-AMP S/DIL;7896006219149
TENOXICAM 20MG F/A SEM DIL TEFLAN - GENOM UNIAO QUIMICA;7896006219149
TENOXICAM 40MG GENOM UNIAO QUIMICA;7896006210535
TENOXICAM 20MG TITENIL GEOLAB;7899095258082
TENOXICAM 40MG SOLINJCD C50 -;7896676416213
DOGMATIL 200MG CX 20 COMP;7897595902047
TENOXICAM 20MG + DIL 2ML TEFLAN UNIAO QUIMICA;7896006219149
TENOXICAM 20 MG INJETAVEL FRASCO AMPOLA;7896006219149
TENOXICAM 20MG PO LIOF F/A EV/IM/AD TEFLAN UNIAO QUIMICA;7896006219149
TENOXICAM 20MG INJ. CRISTALIA;7896676416206
TENOXICAM 20MG PO LIOF SOLINJ SD C50 -;7896006219149
DOGMATIL 50MG CX 20 CAPS;7897595902054
TEFLAN 20MG INJ 50 FA;7896006219149
TENOXICAM 20MG + DIL 2ML GENERICO CRISTALIA;7896676416206
TENOXICAM 20 MG GENERICO NEO QUIMICA;7896714223971
MEBENDAZOL 100 /MG;7897732601628
TENOXICAM 20MG 50 AMP 2ML IV/IM(GENERICO);7896676416206
TENOXICAM 20MG 50 F/A EV/IM(TEFLAN);7896006219149
TENOXICAM 20MG PO LIOF F/A + DIL 2ML IV/IM/AD GENERICO EUROFARMA;7891317425234
TENOXICAM 20MG FR + DILUENTE 2ML/CRISTALIA;7896676416206
TENOXICAM 20MG PO LIOF SOLINJ -;7896006219149
TENOXICAM 40MG PO LIOF SOLINJ SD C50 -;7896006210535
TENOXICAM 20MG SEM DIL TEFLAN GENOM UNIAO QUIMICA;7896006219149
TEFLAN 20MG FA;7896006219149
TENOXICAM 20MG FA FA (ITEM: 19);7896006219149
TENOXICAN 20MG GENERICO NEO QUIMICA;7896714223971
TENOXICAN 20MG GENERICO UNIAO QUIMICA;7896714223971
TEFLAN 40MG FA;7896006210535
MEBENDAZOL 100 MG COMPRIMIDO;7897732601628
SULPIRIDA 50MG (EQUILID) C/20 CP PORT 344/98;7891058030216
TENOXICAM 20MG + DIL 2ML FABRICANTE: UNIAO QUIMICA;7896006219149
TENOXICAN 40MG FABRICANTE: UNIAO QUIMICA;7896006210535
TENOXICAM 40MG INJ;7891317425241
TEFLAN 40MG PO INJ 1 FR-AMP S/DIL IM/IV;7896006210535
TILONAX 20MG C/10 CPR/CIFARMA REC;7898495602822
TENOXICAM 20MG GENON UNIAO QUIMICA;7896006219149
TENOXICAM 40MG F/A - UNIAO QUIM;7896006210535
TENOXICAM -  (CLORIDRATO DE) PO P/ SOL.INJ. 20MG;7896006219149
TENOXICAM 20MG -;7896006219149
TEFLAN 20MG PO INJ 1 FR-AMP S/;7896006219149
ORTOSAMIN 1,5G PO SOL ORAL CX;7895296095068
TENOXICAM 20MG FR-AMP IV IM C/;7896676416206
TENOXICAM 20 MG C/10;7896862918675
TENOXIL 20MG;7896862910471
OLCADIL 2 MG C/30CPR            B1;7896261011601
TENOXICAM 40MG 2ML (TEFLAN) UNIAO QUIMICA;7896006210535
TENOXICAM 40MG PO LIOF INJ IVIM -;7896006210535
TENOXICAN 20MG IV FABRICANTE: UNIAO QUIMICA;7896006219149
TENOXICAN 20MG + DIL 2ML FABRICANTE: CRISTALIA;7896676416206
TENOXICAM 40MG + DIL 2ML FABRICANTE: CRISTALIA;7896676416213
TENOXICAN 20MG + DIL 2ML FABRICANTE: EUROFARMA;7891317425234
TENOXICAM 20MG C/ 10 COMP /EMS GEN;7896004700274
TENOXICAM 40MG FR-AMP IV-IM C/ DIL GEN;7896676416213
TENOXICAM 20 MG - INJETAVEL - EUROFARMA;7891317425234
TENOXICAM 20 MG SUSP. INJ.;7896006254188
DOGMATIL 50 MG C/ 20 CAP;7897595902054
CADEADO 60 MM;7898019863241
TENOXICAM 40MG INJ/EUROFARMA LICITACAO;7891317425241
TENOXICAM 20MG + DILUENTE 2ML FA;7891317425234
TENOXICAM 20MG FA FA (ITEM: );7891317425234
TENOXICAM 20MG 2ML CX C 50 AMP (G);7891317425234
TENOXICAM 40 MG, INJETAVEL - 2 ML TEFLAN UNIAO QUIMICA (S.P);7896006210535
TENOXICAM 20MG CPR C/10;7897595615152
VERMIVET PLUS 2,0-G 30KG 2 COMP;7898201802348
TENOXICAM 20MG GENERICO UNIAO QUIMICA;7896714223971
TENOXICAM 20MG TEFLAN UNIAO QUIMICA (S.P);7896006219149
TENOXICAM 20MG PO LIOFILO PARA INJECAO IM/IV + DILUENTE - EUROFARMA;7891317425234
TENOXICAM 20 MG - INJETAVEL - CRISTALIA;7896676416206
TENOXICAM 20MG PO LIOFILO PARA INJECAO IM/IV + DILUENTE - CRISTALIA;7896676416206
TENOXICAM 20MG + DILUENTE DE 2ML FA;7896676416206
TENOXICAM 20MG + DILUENTE 2ML;7891317425234
OMNIPAQUE 300MG 50ML NAO IONICO FR FR;7898946550047
DOGMATIL 20 MG/ML GTS 30 ML;7897595901972
SULPIRIDA EQUILID 50MG COMP C1/SANOFI AVENTIS/C1;7891058030216
EQUILID 200MG C/20 COMP C1/SANOFI AVENTIS/C1;7891058030124
TENOXICAM 20MG INJETAVEL FRASCO AMPOLA;7891317425234
TENOXICAM 20MG FA;7896006219149
TENOXICAM 40MG PO LIOF SOLINJ -;7896006210535
DIMENIDRINATOPIRIDOXINA 5010MG -;7898148292509
TENOXICAM 20 MG - INJETAVEL - UNIAO QUIM;7896006219149
TENOXICAM 20MG 2ML CX C 50+50 DILUENTE FR-AMPOLAS (G);7896676416206
TENOXICAM 40MG - FRASCO/AMPOLA;7896006210535
TENOXICAM 20MG + DIL 2ML FABRICANTE: CRISTALIA;7896676416206
ORTOSAMIN 1,5G PO SUSP ORAL C/30 ENV/NOVA QUIMICA;7895296095068
FELDANAX 20 MG 15 CA PIROXICAM GEO.;7899095200135
DOGMATIL 200 MG;7897595902047
TENOXICAM 20MG IM IV + DILUENTE 2ML (GENERICO) EUROFARMA;7891317425234
TENOXICAM 20MG 2ML CX C 50 FR- AMP (G);7891317425234
TENOXICAM 20MG 2ML C/DILUENTE EUROFARMA;7891317425234
TENOXICAM 20MG 2ML C/DILUENTE (EMB HOSP) EUROFARMA;7891317425234
MEBENDAZOL 100MG;7897732601628
TENOXICAM 20MG PO LIOF. INJ. - 50FA. + 50AMP. DIL.X2ML;7896676416206
TENOXICAM 40MG PO LIOF. INJ. - 50FA. + 50AMP. DIL.X2ML;7896676416213
TENOXICAM 20MG PO LIOF. INJ. - 50FA. + 50AMP. DIL.X2ML TENOXICAM;7896676416206
TENOXICAM 20MG IV/IM FA - TEFLAN UNIAO QUIMICA;7896006219149
LIPITOR 20MG X 30 COMP.;7891268117127
TENOXICAM 20MG INJ (CRISTALIA)  (ITEM GENERICO);7896676416206
TENOXICAM 20MG INJ;7896006219149
TENOXICAM 20MG INJ (EUROFARMA)  (ITEM GENERICO);7891317425234
TENOXICAM 20MG INJ 50FA+50AMP DIL 2ML;7891317425234
TENOXICAN 20MG 50FA S/DILUENTE IV/IM-UNIAO QUIMICA;7896006219149
TEFLAN 20 MG PO/INJ C/50 FA TENOXICAM;7896006219149
TENOXICAM 20MG INJETAVEL C/DILUENTE 2ML G  EUROFARMA;7891317425234
GLICOSAMINA SULF. 1,5G. SACHES;7895296095068
TEFLAN 20 MG PO/INJ FA (S) TENOXICAM;7896006219149
TENOXICAM-TEFLAN 20MG PO SOL INJ;7896006219149
TEFLAN 20MG PO LIOF C/50FA                       *;7896006219149
TENOXICAM 20MG CX C/50 F/A + AMP 2ML;7891317425234
TEFLAN 20MG PO INJ EV/IM;7896006219149
TEFLAN 20MG 50FA;7896006219149
CLOXAZOLAM  2MG SANDOZ;7897595615947
MEBENDAZOL 100 MG - COMPRIMIDO;7897732601628
MEBENDAZOL 100MG - 6 COMP.;7897732601628
OLCADIL 2MG C/ 30 COMPS;7896261011779
TEFLAN 20MG INJ 50;7896006219149
OLCADIL 2MG CX 20 COMP;7896261011779
OLCADIL 2MG CX 30 COMP;7896261011601
DIAZEPAM  5MG/ML INJ 2ML B-1 GENERICO HIPOLABOR;7898123907848
DIAZEPAM 10MG 2ML B1 (B1);7898404220673
PETIDINA 50MG/ML 2MLAMP (UNIAO QUIMICA);7896006264811
DIAZEPAM 10 MG CX/ 200 CPR COMPAZ (--);7896676403268
DIAZEPAM 10MG COMP BL FRAC (S);7896676403268
DIAZEPAM(COMPAZ) 10MG 200CPR-CRISTALIA B1;7896676403268
CLOR. PETIDINA 50MG/ML 25AMP GEN-UQF A1;7896006264811
DIAZEPAM 10MG 72AMP 2ML GEN-TEUTO B1;7896112124931
DIAZEPAM GEN *B1* 5MG/ML INJ CX C/100 AMP 2ML;7898123907848
MEPERIDINA 50MG/ML (PETIDINA), CLORIDRAT (ITEM GENERICO);7896006264811
PETIDINA 100 MG AMP 2 ML (G);7896006264811
DIAZEPAM 5MG/ML CX 72AMP 2ML (B1);7896112190752
DIAZEPAM 5MG CX 200CPR (B1)   UNI DIAZEPAX;7896006254003
ALPRAZOLAM 2MG C/30CP(9903);7895296280204
ALPRAZOLAM 0.5MG C/30CP(12324);7895296280082
DIAZEPAM 10MG CX 200CPR (B1)   COMPAZ;7896676403268
DIAZEPAM(COMPAX) 5MG C/10CPR FRAC CRISTALIA (B1)-C;7896676403275
DIAZEPAN 5MG(UNI DIAZEPAX)200CP-U.QUIMICA B1;7896006254003
DROPERDAL;7896676420333
DIAZEPAM 5MG;7896676403275
DIAZEPAM 10MG (ITEM GENERICO);7896714232980
PETIDINA 50MG/ML CX 25AMP 2ML (A1);7896006264811
DIAZEPAM 10MG CX 30CPR (B1);7894916147736
DIAZEPAM(COMPAZ) 5MG 200CPR-CRISTALIA B1;7896676403275
DIAZEPAM 10MG/2ML C/50 AMP P344/98 (UNI DIAZEPAX) UNIAO QUIMICA B1;7896006254294
DIAZEPAM 10MG AMP 2ML (S);7896006240518
OLANZAPINA 5MG 30CP GEN-EMS;7896004729886
PETIDINA 50MG/ML C/25 AMP 2ML GEN UNIAO QUIM. (A1);7896006264811
ALPRAZOLAM 2MG C/30CPR GEN EMS (B1);7896004718842
DIAZEPAM 10MG INJ 02 ML GEN SANTISA (B1);7898404220673
DIAZEPAM (GENERICO) *B1* 5MG/ML INJ CX C/100 AMP 2ML;7898123907848
BROMAZEPAM 3MG (ITEM GENERICO);7896112115274
DIAZEPAM 5MG 30CPR GEN-NEO QUIMICA B1;7896714232966
ALPRAZOLAM 0,5 MG CPR (B1) - GENERICO -;7896004718804
DIAZEPAM 10MG/2ML C/50 AMP P344/98 (UNI DIAZEPAX) B1 UNIAO QUIMICA;7896006254294
DIAZEPAM 10MG/2ML (ITEM GENERICO);7896112190752
DIAZEPAM(COMPAZ) 5MG C/10CPR FRAC CRISTALIA (B1)-C;7896676403275
RISEDRONATO SOD150MG C/4CP(RESIDROSS)EMS **;7896004728667
UNI DIAZEPAX (B1);7896006254287
ALPRAZOLAM 1 MG CPR (B1) - GENERICO -;7896004718828
PETIDINA 50MG/ML 2ML C/25 AMP (DOLOSAL) P344/98 A1 CRISTALIA;7896676402537
DIAZEPAM 10MG CX 200CPR (B1)   UNI DIAZEPAX;7896006254287
COMPAZ 5MG C/200COMP;7896676403275
PETIDINA 100MG AMP 2ML (G);7896006264811
ALPRAZOLAM 1MG C/30CPR GEN NOVA QUIMICA (B1);7895296280143
ALPRAZOLAM 0,5MG 30CP GEN-EMS;7896004718804
DIAZEPAM 5MG(UNI DIAZEPAX)200CP-U.QUIMICA B1;7896006254003
UNI DIAZEPAX 5MG INJ C/50AMP 2ML;7896006240518
COMPAZ 10MG C/200COMP;7896676403268
BROMAZEPAM 3 MG CPR (B1) - GENERICO -;7896112115267
UNI-DIAZEPAX 10MG COM X 200 P. 344/98-B1;7896006254287
DIAZEPAM 5MG/ML 2ML CX 72AMP (B1);7896112190752
DIAZEPAN(UNI DIAZEPAX)10MG 200CP-U.QUIMICA;7896006254287
DIAZEPAM (B1);7896112190752
COMPAZ (B1);7896676403268
UNI VIR;7896006202820
ALPRAZOLAM 0.5MG C/30CPDS (2100);7896004718804
ALPRAZOLAM 0.5MG C/30CPDS (02100);7896004718804
ALPRAZOLAM 2MG C/30CP (14503);7894916149143
UNI-DIAZEPAX 5MG COM X 200 P. 344/98-B1;7896006254003
DIAZEPAM 10MG COMP/E M S/B1;7894916144230
ALPRAZOLAM 2MG COMP/E M S/B1;7896422517041
BROMAZEPAM 3MG COMP/GERMED;7896004708577
TADALAFILA G. NEO 20 MG 4 CP;7896714255903
BROMAZEPAM G. GER 6 MG 30 CP (B1);7896004713779
ALPRAZOLAM 1MG SULCADO -;7896004718873
DIAZEPAM 10MG C200 B1  PORT 34498 -;7896676403268
ALPRAZOLAM 1MG C30 B1  PORT 34498 -;7896004718873
ALPRAZOLAM 2MG -;7896004718897
DIAZEPAM 5MG 30CPR GN NEO P.M.C. 11.13;7896714232966
CARBONATO LITIO 300MG 50CPR P.M.C. 23.89;7898146821848
ALPRAZOLAM 1MG CX 30 COMP GEN;7891317462031
ALPRAZOLAM 2MG CX 30 COMP GEN;7895296280204
DIAZEPAM 10MG/2ML INJ CX 100 AMP X 2ML IV/IM GEN;7898123907848
DIAZEPAM NQ 10MG CX 30 COMP;7895296411028
CLORIDRATO DE PETIDINA 50MG/ML CX 25 AMP X 2 ML GE;7896006264811
ALPRAZOLAM 1MG CP;7896004718873
ALPRAZOLAM 0,5MG CP;7896004718866
BROMAZEPAM 3MG CP;7896112115274
SULPAN 20CL *;7897595902085
LIMBITROL 20CL *;7898168007039
*LIMBITROL 20CPS;7898168007039
BROMAZEPAM 3MG;7896112115274
ALPRAZOLAM 2 MG;7896422517041
BROMAZEPAM 6 MG;7896422505970
ALPRAZOLAM 0,5 MG;7896004718804
DIAZEPAM 10MG CRISTALIA;7896676403268
DIAZEPAM 5MG P344 B1 COMPAZ CRISTALIA;7896676403275
BROMAZEPAM 6MG P 344 B1 GRUPO EMS SIGMA PHARMA;7896004713762
FLUORESCEINA COL;1000052309204
BROMAZEPAM 3MG 30CPD B1;7896714212203
DROPERIDOL 2,5MG/ML 1ML AP (ITEM: );7896676420333
PETIDINA (CLORIDRATO) 50MG/ML 2ML AP (ITEM: );7896006264811
PETIDINA 50MG/ML;7896676402537
DIAZEPAM 5MG/ML;7896112190752
DIAZEPAM 10MG/2ML AMP;7896112190752
DROPERIDOL 2,5MG/ML AMP;7896676420333
BROMAZEPAN 3MG;7896112115274
UNI DIAZEPAX 5MG CP;7896006254003
ALPRAZOLAM 1MG.;7895296280143
ALPRAZOLAM 2 MG CPR C/30 (B1) (NOVQ);7895296280204
ALPRAZOLAM 2 MG (GENERICO) C/30 PORT 344/98;7896004718842
ALPRAZOLAM 1MG CX COM 30 COMP GEN PORT 344/98 B1 - EMS;7896004718828
ALPRAZOLAM 0,5MG CX 30 COMP GEN ZYDUS;7898910350994
BROMAZEPAM G. TEU 3 MG 30 CP (B1) G. TEUTO;7896112115267
ALPRAZOLAM 2 MG (APRAZ) C/30 CP PORT 344/98;7891142115973
ALPRAZOLAM 2MG CX 30 COMP GEN - NOVA QUIMICA;7895296280204
BROMAZEPAM 6MG (TEUTO) (ITEM GENERICO);7896112113850
DIAZEPAM-10MG/2ML INJ CX 72 AMP X 2ML IV/IM GEN - TEUTO;7896112190752
BROMAZEPAM G. TEUTO 6 MG 30 CP;7896112113843
BROMAZEPAM 6MG CX 30 COMP GEN (BROMAZEPAM 6MG CX 30 COMP GEN);7896006242758
PETIDINA (CLORIDRATO) 50MG/ML 2ML AP;7896006264811
LEXOTAN 6MG CX 30 COMP;7896226502205
ALPRAZOLAM 2,0MG CX 30 COMP;7896181919391
ALPRAZOLAM 2MG CX 30 COMP;7896004718897
FRONTAL 2MG FR 30 COMP+1 PORTA-COMP;7891268103571
APRAZ 1MG CX 30 COMP;7891142115959
SULPAN CAPS C20;7897595902085
DIAZEPAM 5MG/ML 2ML P344 B1 COMPAZ CRISTALIA;7896676400533
MEPERIDINA (PETIDINA) 50MG/ML 2ML P344 A1 DOLOSAL CRISTALIA;7896676402537
DIAZEPAM 10MG P.344-B1 COMPAZ CRISTALIA;7896676403268
DIAZEPAM 5MG (B1) COMPAZ CRISTALIA;7896676403275
DIAZEPAM 5 MG (B1) COMPAZ CRISTALIA;7896676403275
BROMAZEPAM 3MG LISTA B1 GENERICO TEUTO;7896112115274
DIAZEPAM 5MG/ML 2ML LISTA B1  UNIAO QUIMICA;7896006240518
ALPRAZOLAM G. GER 2 MG 30 CP (B1);7896004718897
ALPRAZOLAM G. GER 0,25 MG 30 CP (B1);7896004718859
ALPRAZOLAM G. GER 0,5 MG 30 CP (B1);7896004718866
CLORIDRATO PETIDINA 50MGML 2ML SOLINJ C25 A1 -;7896006264811
ALPRAZOLAM 05MG -;7896004718804
ALPRAZOLAM 0,5MG CX 30 COMP GEN;7896004718866
BROMAZEPAM 6MG CX 30 COMP GEN;7896006242758
ALPRAZOLAM 0,25MG CX 30 COMP GEN;7896004718811
UNI DIAZEPAX 10MG/2ML INJ CX 50 AMP X 2ML IV/IM;7896006240518
LIMBITROL CPR C/20                    B1;7898168007039
ALPRAZOLAM 1MG P 344 CONSTANTE MEDLEY;7896422517034
DIAZEPAM 10 MG (B1) COMPAZ CRISTALIA;7896676403268
ALPRAZOLAM 0 5MG 30CPR GEN EMS P.M.C. 28.10;7896004718804
CLORIDRATO DE PIOGLITAZONA 30MG CX C/15MG;1000035719761
CLORIDRATO DE AMITRIPTILINA 75MG CX C/20 CP;1000023545815
CLORIDRATO DE MEMANTINA 10MG CX C/60 CP;1000004981052
CLORIDRATO DE DORZOLAMIDA 2 VD C/ 5ML;1000042010639
CLORIDRATO DE SOTALOL 120MG CX C/30 CP;1000002417423
CLORIDRATO DE MEMANTINA 10MG;1000004981052
TOFRANIL 25MG CX C/20;1000087939964
DIAZEPAM 10MGLT : 30404617 VL: 01-07-2019;7898404220321
GEODON  40MG C/30CP;7891268114713
BROMAZEPAN 3 MG (CONTROLADO);7896112115274
ALPRAZOLAM 2MG CP;7896004718842
LEXOTAN 3MG CP;7896226502199
PETIDINA (CLORIDRATO) 50MG/ML 2ML;7896676402537
BROMAZEPAM 3MG COMPRIMIDO (PORT.N 344/98 LISTA B1);7896112115274
PETIDINA (CLORIDRATO) 50MG/ML 2ML UNIAO QUIMICA;7896006264811
ACICLOVIR  200MG (UNI VIR) SIMILAR UNIAO QUIMICA;7896006202820
DIAZEPAM 10 MG;7896006254287
*DIAZEPAM 10MG 30CPR;7894916147736
DIAZEPAM (COMPAZ) 10MG COM. 20BL. X 10 - CRISTALIA;7896676403268
DIAZEPAM (COMPAZ) 5MG COM. 20BL. X 10 - CRISTALIA;7896676403275
ALPRAZOLAM 2 MG (GENERICO) C/30 GERMED;7896004718897
DIAZEPAM-10MG/2ML INJ - SANTISA;7898404220673
DIAZEPAM 5MG/ML - SOL. INJ. 2ML;7896112190752
FRONTAL XR 1MG 30CPR;7891268103243
DIAZEPAM 10MG 30CPR;7896714232980
ALPRAZOLAM-0,5MG CX 30 COMP GEN;7895296280082
DIAZEPAM-10MG/2ML INJ CX 72 AMP X 2ML IV/IM GEN;7896112124931
BROMAZEPAM-6MG CX 30 COMP;7896112113843
BROMAZEPAM 3 MG (B1) GENERICO TEUTO;7896112115274
PETIDINA HCL 50 MG (A1) DOLOSAL CRISTALIA;7896676402537
DIAZEPAM 10MG - 2ML (B1) GENERICO TEUTO;7896112190752
DIAZEPAM 10MG/2ML (B1) GENERICO TEUTO;7896112190752
BETAMETASONA+GENTA+TOLN+CLIOQ G. GER CR 20 G (*);7896004714004
TADALAFILA G. NEO 5 MG 28 CP;7896714255941
DIAZEPAM G. NEO 10 MG 30 CP (B1);7896714232980
LIMBITROL 5MG + 12,5MG-CX C/20 CAPSULAS;7898168007039
BROMAZEPAM 3MG -;7896112115274
ALPRAZOLAM 1MG -;7896004718873
DIAZEPAM 10MG B1  PORT 34498 -;7896676403268
SULPAN CX 20 CAPS;7897595902085
DIAZEPAM 10MG CX 30 COMP GEN;7898216365135
ALPRAZOLAM 2MG;7896004718842
DIAZEPAN 5MG 30CPR GERMED;7896004716510
BROMAZEPAM 6MG COMPRIMIDO TEUTO;7896112113850
RIVOTRIL GOTAS;7896226501239
HALOPERIDOL 5MG 10 CX;1000005029654
CLORIDRATO DE DORZOLAMIDA 2,5ML;1000042010639
CLORIDRATO DE MEMANTINA 10MG CX C/60;1000004981052
CLORIDRATO DE DORZOLAMIDA 5ML;1000042010639
CLORIDRATO DE TRAZODONA 150MG RETARD CX C/20;1000010533504
CLORIDRATO DE PIOGLITAZONA 15MG CX C/15 CP;1000059313037
CLORIDRATO DE AMITRIPTILINA 75MG CX 20 CP;1000023545815
CLORIDRATO DE LIDOCAINA 2% (FRASCO 20ML);1000074165529
ALPRAZOLAM 2MG *;7896004718842
DROPERIDOL 2,5MG/ML 1ML;7896676420333
ALPRAZOLAM 2MG COMPRIMIDO;7896004718842
DIAZEPAM 5MG/ML 2 ML;7896676400533
BROMAZEPAM 3 MG;7896112115274
ALPRAZOLAM 1 MG SULCADO;7896004718828
ALPRAZOLAM 0,5MG CX 30 COMP GEN (ALPRAZOLAM 0,5MG CX 30 COMP GEN);7896004718866
ALPRAZOLAM 1MG CPR C/1;7895296280136
DIAZEPAM 5 MG 30 COMPR,;7896714232966
DIAZEPAM 10 MG 30 COMPR,;7896714232980
ALPRAZOLAM 1,0MG CX 30 COMP;7896181919322
ALPRAZOLAM 1MG CX 30COMP;7896422517034
ALPRAZOLAM 2MG CX 30COMP;7896422517041
ALPRAZOLAM 0,5MG CX 30 COMP;7896181919247
APRAZ 2MG CX 30 COMP;7891142115973
CLOR PETIDINA 5MG/ML CRISTALIA;7896676402537
RISPERIDONA 1MG/ML 30ML P 344 C1 GENERICO GRUPO EMS SIGMA PHARMA;7896004721255
BROMAZEPAM 3MG COMPRIMIDO (PORT.NO 344/98 LISTA B1);7896112115274
DIAZEPAM 5MG/ML 2ML LISTA B1 - U.Q;7896006240518
BROMAZEPAM G. NEO 3 MG 30 CP (B1);7896714212203
DIAZEPAM 5MGML 2ML SOL INJ C100 -;7898123907848
BROMAZEPAM 3MG  C100 B1  PORT 34498 -;7896112115274
DIAZEPAM 5MG C200 B1  PORT 34498 -;7896676403275
DIAZEPAM 5MG -;7896676403275
DIAZEPAM 10MG -;7896676403268
BROMAZEPAM 3MG CX 30 COMP GEN;7896006254799
DROPERDAL INJ 2,5MG/ML CX 50 X 1ML;7896676420333
ALPRAZOLAM 2MG SIGMA PHARMA;7896004718842
DIAZEPAM 10MG P 344-B1 COMPAZ  CRISTALIA;7896676403268
DIAZEPAM 5MG P 344 B1 COMPAZ CRISTALIA;7896676403275
DIAZEPAM 10MG P 344-B1 COMPAZ CRISTALIA;7896676403268
ALPRAZOLAM 2MG (B1) GENERICO EMS;7896004718842
DIAZEPAM 10MG (B1) COMPAZ CRISTALIA;7896676403268
CLORIDRATO DE DORZOLAMIDA VD C/5ML;1000042010639
CLORIDRATO DE AMITRIPTILINA 75MG CX C/20;1000023545815
CLORIDRATO DE PIOGLITAZONA 30MG CX C/15;1000059313037
VALIUM 10MG C 30 CPRS P.M.C. 24.07;7896226502458
SULPAN CPR C/20                       B1;7897595902085
ALPRAZOLAM 1MG CX/30 CP (B1);7896004718828
DIAZEPAM 5MG/UNI DIAZEPAX COMP CX/200 UNID (B1);7896006254003
ALPRAZOLAM 2MG COMPRIMIDOLT : 0L2164 VL: 31-05-2020;7896004718842
ALPRAZOLAM 0,5MG COMPRIMIDOLT : 0M8247 VL: 30-06-2020;7896004718804
ALPRAZOLAM 1MG COMPRIMIDOLT : 0N9657 VL: 30-06-2020;7896004718828
ALPRAZOLAM 0,5MG CX/30 CP (B1);7896004718804
DIAZEPAM 10MG/COMPAZ CX C/200 COMP (B1);7896676403268
