,CodigoNFe,DataEmissao,MunicipioEmitente,unidadecomercial,quantidadecomercial,valorunitariocomercial,DescricaoProduto,CLEAN
227182,1572462,2018-12-04,RIO DE JANEIRO,AMP,200.0,0.46,DIPIRONA SODICA 500MG/ML SOL INJ AMP VD AMB X 2ML,7898166041004
227258,1574723,2018-12-14,N/I,FR,59.0,0.71,DIPIRONA MONOIDRATADA 500MG ML 10ML - HOSP CX C  100 FR DIPIRONA FARMACE,-1
227262,1574779,2018-12-28,N/I,CX,1.0,144.0,"BUTILBROMETO ESCOPOLAMINA+DIPIRONA 20MG+2,5G 5ML INJ CX C  100 AP ESCOPOLAMINA FARMACE",-1
227263,1574779,2018-12-28,N/I,CX,2.0,144.0,"BUTILBROMETO ESCOPOLAMINA+DIPIRONA 20MG+2,5G 5ML INJ CX C  100 AP ESCOPOLAMINA FARMACE",-1
227266,1576431,2018-12-06,N/I,CX,2.0,69.0,DIPIRONA SODICA 500MG 2ML CX C 100 AMP Lt: 11518318 Val.: 30 09 2020,7898404220147
227267,1576433,2018-12-06,N/I,FR,100.0,1.3,DIPIRONA SODICA 500MG ML 10ML (G) Lt: DS18H423 Val.: 31 08 2020,N/I
227281,1576473,2018-12-17,N/I,FR,1000.0,0.64,DIPIRONA SODICA 500MG 2ML CX C 100 AMP Lt: 11520118 Val.: 30 10 2020,7898404220147
227297,1576524,2018-12-26,N/I,FR,800.0,0.64,DIPIRONA SODICA 1G 2ML CX C 100 AMP (SANTIDOR 1G) Lt: 11520118 Val.: 30 10 2020,7898404220147
227298,1576533,2018-12-27,N/I,FR,600.0,0.68,DIPIRONA SODICA 1G 2ML CX C 100 AMP (SANTIDOR 1G) Lt: 11520118 Val.: 30 10 2020,7898404220147
227299,1576551,2018-12-27,N/I,FR,79.0,1.19,DIPIRONA SODICA 500MG ML 10ML CX C 100 FR (G) Lt: DS18H423 Val.: 30 08 2020,N/I
227301,1576599,2018-12-06,N/I,FA,2700.0,0.47,DIPIFARMA INJETAVEL (DIPIRONA MONOIDRATADA-500MG/ML)COM 100AMPOLAS DE 2ML,-1
227302,1576624,2018-12-19,N/I,FA,2600.0,0.44,DIPIFARMA INJETAVEL (DIPIRONA MONOIDRATADA-500MG/ML)COM 100AMPOLAS DE 2ML,-1
227303,1576625,2018-12-19,N/I,FA,8000.0,0.43,DIPIFARMA INJETAVEL (DIPIRONA MONOIDRATADA-500MG/ML)COM 100AMPOLAS DE 2ML,-1
227309,1576789,2018-12-03,N/I,CX,3.0,58.0,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227310,1576789,2018-12-03,N/I,CX,1.0,184.0,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA 4MG/ML + 500MG/ML 5ML IV/IM HIOSCINA COMPOSTA FARMACE,7898166040670
227311,1576790,2018-12-03,N/I,CX,6.0,58.0,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227312,1576790,2018-12-03,N/I,CX,3.0,186.0,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA 4MG/ML + 500MG/ML 5ML IV/IM HIOSCINA COMPOSTA FARMACE,7898166040670
227314,1576791,2018-12-03,N/I,CX,5.0,58.0,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227316,1576797,2018-12-03,N/I,CX,20.0,60.84,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227321,1576801,2018-12-04,N/I,CX,20.0,60.84,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227322,1576802,2018-12-04,N/I,CX,20.0,60.84,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227323,1576803,2018-12-04,N/I,CX,20.0,60.84,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227324,1576804,2018-12-04,N/I,CX,20.0,60.84,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227326,1576807,2018-12-04,N/I,CX,4.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227327,1576807,2018-12-04,N/I,FR,10.0,0.8,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
227329,1576808,2018-12-04,N/I,CX,5.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227332,1576810,2018-12-04,N/I,CX,6.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227334,1576810,2018-12-04,N/I,FR,10.0,0.8,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
227337,1576813,2018-12-05,N/I,CX,8.0,7605.0,DIPIRONA SODICA 500MG/2ML FARMACE,-1
227339,1576816,2018-12-05,N/I,CX,8.0,60.84,DIPIRONA SODICA 500MG/2ML FARMACE,-1
227340,1576817,2018-12-05,N/I,CX,8.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227343,1576820,2018-12-05,N/I,FR,5.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
227344,1576820,2018-12-05,N/I,CX,4.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227354,1576823,2018-12-05,N/I,CX,8.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227361,1576826,2018-12-05,N/I,FR,5.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
227362,1576826,2018-12-05,N/I,CX,8.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227365,1576827,2018-12-05,N/I,CX,93.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227373,1576829,2018-12-05,N/I,CX,8.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227380,1576832,2018-12-06,N/I,CX,7.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227386,1576834,2018-12-07,N/I,CX,35.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227396,1576839,2018-12-11,N/I,CX,20.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227397,1576839,2018-12-11,N/I,FR,20.0,0.8,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
227401,1576841,2018-12-11,N/I,FR,4.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
227402,1576841,2018-12-11,N/I,CX,6.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227404,1576841,2018-12-11,N/I,FR,20.0,0.8,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
227410,1576843,2018-12-11,N/I,CX,10.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227412,1576845,2018-12-12,N/I,FR,5.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
227413,1576845,2018-12-12,N/I,CX,35.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227422,1576847,2018-12-12,N/I,CX,10.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227426,1576849,2018-12-12,N/I,CX,18.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227429,1576849,2018-12-12,N/I,FR,20.0,0.8,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
227436,1576852,2018-12-13,N/I,CX,16.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227445,1576855,2018-12-13,N/I,CX,25.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227447,1576855,2018-12-13,N/I,FR,15.0,0.8,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
227450,1576862,2018-12-14,N/I,FR,67.0,0.8,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
227459,1576867,2018-12-14,N/I,FR,3.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
227460,1576867,2018-12-14,N/I,CX,5.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,7898166041004
227463,1576867,2018-12-14,N/I,FR,10.0,0.8,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
227494,1576922,2018-12-21,N/I,CX,1.0,184.0,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA 4MG/ML + 500MG/ML 5ML IV/IM HIOSCINA COMPOSTA FARMACE,7898166040670
227495,1576922,2018-12-21,N/I,CX,1.0,184.0,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA 4MG/ML + 500MG/ML 5ML IV/IM HIOSCINA COMPOSTA FARMACE,7898166040670
227502,1576926,2018-12-05,N/I,CX,93.0,57.6,DIPIRONA SODICA 500MG/2ML FARMACE,-1
227507,1577118,2018-12-04,N/I,AMP,400.0,0.62,DIPIRONA MONOIDR (DIPIFARMA) 500MG 2ML INJ IM IV CX 100  FARMACE Lt: DP18I193 Val.: 25 09 2020,N/I
227525,1578213,2018-12-06,Sao Joao de Meriti,AP,200.0,1.03,HYPOCINA COMPOSTA 5ML,7898122910894
227527,1578213,2018-12-06,Sao Joao de Meriti,CP,500.0,0.07,DIPIRONA SODICA 500MG CP,742832304856
227528,1578219,2018-12-11,Sao Joao de Meriti,FR,5.0,4.49,HIOSCINA + DIPIRONA 20ML FR,-1
227530,1578271,2018-12-27,Sao Joao de Meriti,AP,200.0,1.03,HYPOCINA COMPOSTA 5ML,7898122910894
227531,1578271,2018-12-27,Sao Joao de Meriti,CP,500.0,0.07,DIPIRONA SODICA 500MG CP,742832304856
227535,1578273,2018-12-27,Sao Joao de Meriti,AP,5000.0,0.43,DIPIFARMA 500MG/ML 2ML AP,7898166041004
227539,1578274,2018-12-27,Sao Joao de Meriti,CP,96000.0,0.02,DIPIRONA SODICA 500MG CP,742832304856
227542,1578593,2018-12-19,N/I,FR,100.0,2.98,DIPIRONA SODICA 500MGML GOTAS 10ML - Lote: DS18F290 Validade: 06/06/2020,7898166040854
227547,1578812,2018-12-14,N/I,AP,400.0,0.84,DIPIRONA SODICA 500MG/ML INJ 2ML CX C/100,7898166041004
227555,1579336,2018-12-20,N/I,AMP,2500.0,0.58,DIPIRONA 500MG 2ML,7898404220147
227566,1579555,2018-12-17,N/I,UN,8000.0,0.12,DIPIRONA 500MG COMP,-1
227567,1579555,2018-12-17,N/I,UN,32000.0,0.12,DIPIRONA 500MG COMP,-1
227580,1604708,2018-12-26,N/I,FR,24.0,1.12,DIPIRONA 500MG/ML GTS 10ML(G)FAR,-1
227585,1606186,2018-01-02,N/I,AMP,1500.0,0.6,DIPIRONA SODICA 1G 2ML SANTIDOR SANTISA,7898404220147
227600,1606228,2018-01-16,N/I,AMP,2000.0,0.68,DIPIRONA SODICA 1G 2ML SANTIDOR SANTISA,7898404220147
227604,1606256,2018-01-28,N/I,AMP,2000.0,1.0201,DIPIRONA SODICA 1G 2ML SANTIDOR SANTISA,7898404220147
227606,1606259,2018-01-28,N/I,AMP,100.0,0.45,DIPIRONA SODICA 1G 2ML SANTIDOR SANTISA,7898404220147
227607,1606268,2018-01-30,N/I,AMP,8333.0,4.59,HIOSCINA + DIPIRONA 5ML HIOSPAN COMPOSTO TEUTO,7898166040670
227616,1608301,2018-01-10,N/I,UN,200.0,1.64,"BUTILBROMETO ESCOP + DIPIRONA SODICA 20MG+2,5G 5ML/FARMACE",7898166040670
227626,1608337,2018-01-23,N/I,UN,100.0,2.45,"BUTILBROMETO ESCOP + DIPIRONA SODICA 20MG+2,5G 5ML/FARMACE",7898166040670
227649,1616383,2018-01-03,N/I,UN,400.0,1.0,DIPIRONA SODICA 500MGML GOTAS 10ML - Lote: DS18F290 Validade: 06/06/2020,7898166040854
227654,1616390,2018-01-08,N/I,UN,400.0,1.0,DIPIRONA SODICA 500MGML GOTAS 10ML - Lote: DS18F290 Validade: 06/06/2020,7898166040854
227656,1616393,2018-01-08,N/I,FR,400.0,0.6,DIPIRONA SODICA 500MGML GOTAS 10ML - Lote: DS18F290 Validade: 06/06/2020,7898166040854
227659,1616394,2018-01-09,N/I,FR,400.0,0.6,DIPIRONA SODICA 500MGML GOTAS 10ML - Lote: DS18F290 Validade: 06/06/2020,7898166040854
227672,1617608,2018-01-12,SANTO ANTONIO DE PADUA,CX,20.0,81.0,DIPIFARMA 1G/2ML INJ CX 100 AMP X 2ML IV/IM,7898166041004
227673,1617618,2018-01-17,SANTO ANTONIO DE PADUA,CX,57.0,81.0,DIPIFARMA 1G/2ML INJ CX 100 AMP X 2ML IV/IM,7898166041004
227674,1617618,2018-01-17,SANTO ANTONIO DE PADUA,CX,3.0,81.0,DIPIFARMA 1G/2ML INJ CX 100 AMP X 2ML IV/IM,7898166041004
227688,1627989,2018-01-04,N/I,AMP,1000.0,2.8,BUTILESCOPOLAMINA + DIPIRONA 5ML FARMACE,7898166040670
227694,1627997,2018-01-16,N/I,AMP,6000.0,0.76,DIPIRONA SODICA 500MG/ML AMPOLA 2ML DIPIFARMA FARMACE,-1
227782,1628436,2018-01-07,N/I,AMP,15000.0,0.68,DIPIRONA SODICA 1G 2ML SANTISA,7898404220147
227788,1628493,2018-01-30,N/I,AMP,15000.0,1.0201,DIPIRONA SODICA 1G 2ML SANTISA,7898404220147
227789,1628495,2018-01-31,N/I,AMP,13000.0,1.0201,DIPIRONA SODICA 1G 2ML SANTISA,7898404220147
227807,1628945,2018-01-28,NILOPOLIS,FR,105.0,21.74,"Bicarbonato de sodio 8,4% 250ml Fresenius",7898122913260
227811,1628946,2018-01-28,NILOPOLIS,FR,175.0,21.74,"Bicarbonato de sodio 8,4% 250ml Fresenius",7898122913260
227825,1629384,2018-01-04,N/I,CP,3000.0,0.53,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA MONOIDRATADA LT(B18F1173) VAL(06-20),-1
227829,1629390,2018-01-09,N/I,FR,10.0,5.98,DIPIRONA SOLUCAO,-1
227831,1629398,2018-01-16,N/I,CP,66.0,0.09,DIPIRONA MONOIDRATADA,-1
227832,1630154,2018-01-17,RIO DE JANEIRO,AMP,1440.0,0.46,DIPIRONA SODICA 500MG/ML SOL INJ AMP VD AMB X 2ML Lt: 26583559 Val: 28/05/2020 Quant: 480 II Lt: 26583477 Val: 28/03/202,-1
227858,1631505,2018-01-04,N/I,FR,50.0,0.71,DIPIRONA MONOIDRATADA 500MG ML 10ML - HOSP CX C  100 FR DIPIRONA FARMACE,-1
227863,1631549,2018-01-21,N/I,CX,247.0,38.0,DIPIRONA MONOIDR 500MG ML 2ML INJ  DIPIFARMA INJ CX C 100 AP DIPIRONA FARMACE,-1
227864,1631549,2018-01-21,N/I,CX,3.0,38.0,DIPIRONA MONOIDR 500MG ML 2ML INJ  DIPIFARMA INJ CX C 100 AP DIPIRONA FARMACE,-1
227875,1633030,2018-01-21,N/I,FR,2100.0,0.69,DIPIRONA SODICA 1G 2ML CX C 100 AMP (SANTIDOR 1G) Lt: 11520618 Val.: 30 10 2020,7898404220147
227879,1633101,2018-01-07,N/I,FA,14200.0,0.45,DIPIFARMA INJETAVEL (DIPIRONA MONOIDRATADA-500MG/ML)COM 100AMPOLAS DE 2ML,-1
227880,1633104,2018-01-09,N/I,FA,5000.0,0.45,DIPIFARMA INJETAVEL (DIPIRONA MONOIDRATADA-500MG/ML)COM 100AMPOLAS DE 2ML,-1
227882,1633135,2018-01-25,N/I,FA,600.0,0.45,DIPIFARMA INJETAVEL (DIPIRONA MONOIDRATADA-500MG/ML)COM 100AMPOLAS DE 2ML,-1
227889,1633221,2018-01-08,N/I,FR,5.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
227892,1633229,2018-01-09,N/I,FR,5.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
227899,1633238,2018-01-10,N/I,FR,35.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
227909,1633249,2018-01-10,N/I,FR,2.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
227926,1633268,2018-01-15,N/I,FR,5.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
227973,1633315,2018-01-21,N/I,FR,35.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
227981,1633321,2018-01-22,N/I,FR,3.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
227995,1633341,2018-01-24,N/I,FR,2.0,0.845,DIPIRONA SODICA 500MG/ML 10ML SOBRAL,-1
227998,1633344,2018-01-24,N/I,FR,10.0,25.76,"BICARBONATO DE SODIO 8,4% 250ML HYPOFARMA",7898122913260
228005,1633375,2018-01-30,N/I,FR,10.0,1.168,DIPIRONA SODICA 500MG/ML 10ML FARMACE,7898166040854
228014,1633538,2018-01-17,N/I,FR,10.0,1.27,DIPIRONA GOTAS 500MG ML 20ML GENERICO FARMACE Lt: DS18I491 Val.: 17 09 2020,-1
228033,1633808,2018-01-21,N/I,fr,12.0,7.72,"BUTIL DE ESCOPOLAMINA + DIPIRONA 334MG+6,67MG 20ML V.07/19 L.ED16G022G",N/I
228036,1633813,2018-01-22,N/I,amp,10000.0,0.672,DIPIRONA SODICA 500MG/ML INJ 2ML V.11/20 L.11525218,N/I
228039,1633815,2018-01-28,N/I,amp,15000.0,0.672,DIPIRONA SODICA 500MG/ML 2ML V.11/20 L.DP18L235,N/I
228043,1634092,2018-01-14,Sao Joao de Meriti,CP,3000.0,0.075,DIPIRONA SODICA 500MG CP,742832304856
228044,1634112,2018-01-18,Sao Joao de Meriti,CP,3000.0,0.075,DIPIRONA SODICA 500MG CP,742832304856
228045,1634114,2018-01-23,Sao Joao de Meriti,CP,3000.0,0.075,DIPIRONA SODICA 500MG CP,742832304856
228046,1634122,2018-01-24,Sao Joao de Meriti,AP,30000.0,0.36,DIPIFARMA 500MG/ML 2ML AP,7898166041004
228047,1634136,2018-01-28,Sao Joao de Meriti,AMP,30000.0,0.63,DIPIRONA SODICA 500 MG/ ML - SOL. INJ 2ML,7898166041004
228058,1634474,2018-01-10,N/I,FR,20.0,3.9,DIPIRONA 500MG/ML SOLUCAO ORAL 20ML,7898166040885
228062,1634485,2018-01-25,N/I,UN,3800.0,0.608,DIPIRONA SODICA 500MG/ML INJ 2ML CX C/100,7898166041004
228066,1634485,2018-01-25,N/I,UN,84.0,2.144,DIPIRONA SODICA 500MG/ML 20ML GENERICO FARMACE,7898166040878
228069,1634486,2018-01-28,N/I,UN,200.0,2.128,BROMETO DE N BUTILESCOPOLAMINA +DIPIRONA INJETAVEL AMPOLA DE 5ML,7898166040670
228105,1657946,2018-02-04,N/I,AMP,600.0,0.45,DIPIRONA SODICA 1G 2ML SANTIDOR SANTISA,7898404220147
228119,1658012,2018-02-26,N/I,FR,50.0,1.6502,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228121,1658015,2018-02-26,N/I,AMP,300.0,0.452,DIPIRONA SODICA 1G 2ML SANTIDOR SANTISA,7898404220147
228125,1658045,2018-02-28,N/I,AMP,200.0,0.86,HIOSCINA + DIPIRONA 5ML GENERICO FARMACE,7898166040670
228142,1662008,2018-02-07,N/I,UN,200.0,1.64,"BUTILBROMETO ESCOP + DIPIRONA SODICA 20MG+2,5G 5ML/FARMACE",7898166040670
228159,1664059,2018-02-04,RIO DE JANEIRO,AMP,765.0,16.8,"BICARBONATO DE SODIO SOL. INJ. 1 meq/ml - 8,4% - 250ML - HYPOFARMA",7898122913260
228160,1664059,2018-02-04,RIO DE JANEIRO,AMP,105.0,16.8,"BICARBONATO DE SODIO SOL. INJ. 1 meq/ml - 8,4% - 250ML - HYPOFARMA",7898122913260
228161,1664063,2018-02-11,RIO DE JANEIRO,AMP,105.0,16.8,"BICARBONATO DE SODIO SOL. INJ. 1meq/ml -   8,4% 250ML",7898122913260
228162,1664063,2018-02-11,RIO DE JANEIRO,AMP,770.0,16.8,"BICARBONATO DE SODIO SOL. INJ. 1meq/ml -   8,4% 250ML",7898122913260
228167,1664065,2018-02-13,RIO DE JANEIRO,AMP,1000.0,0.65,DIPIRONA SODICA 500MG/ML SOL. INJ. 2ML - TEUTO,7898166041004
228169,1664065,2018-02-13,RIO DE JANEIRO,FR,700.0,1.56,DIPIRONA SODICA SOLUCAO ORAL 500MG/ML FR.10ML - FARMACE,7898166040854
228175,1664072,2018-02-19,RIO DE JANEIRO,AMP,4450.0,0.65,DIPIRONA SODICA 500MG/ML SOL. INJ. 2ML - TEUTO,7898166041004
228180,1664072,2018-02-19,RIO DE JANEIRO,FR,3020.0,1.56,DIPIRONA SODICA SOLUCAO ORAL 500MG/ML FR.10ML - FARMACE,7898166040854
228233,1685788,2018-02-21,N/I,FR,20.0,0.83,DIPIRONA SODICA 500MG/ML 10ML,N/I
228235,1687695,2018-02-06,RIO DE JANEIRO,AMP,2200.0,1.43,ESCOPOLAMINA 4MG/ML+DIPIRONA 500MG/ML INJETAVEL - AMP COM 5 ML,7898122910894
228246,1689364,2018-02-01,Volta Redonda,AMP,100.0,0.75,DIPIRONA 500MG 2ML INJ.L:11524718 V:11/20,N/I
228252,1690947,2018-02-15,N/I,AMP,5000.0,0.76,DIPIRONA SODICA 500MG/ML AMPOLA 2ML DIPIFARMA FARMACE,-1
228253,1690947,2018-02-15,N/I,AMP,1000.0,2.8,BUTILESCOPOLAMINA + DIPIRONA 5ML FARMACE,7898166040670
228260,1690952,2018-02-21,N/I,AMP,2000.0,2.8,BUTILESCOPOLAMINA + DIPIRONA 5ML FARMACE,7898166040670
228265,1690953,2018-02-28,N/I,AMP,10000.0,0.76,DIPIRONA SODICA 500MG/ML AMPOLA 2ML DIPIFARMA FARMACE,-1
228267,1690953,2018-02-28,N/I,AMP,3000.0,2.8,BUTILESCOPOLAMINA + DIPIRONA 5ML FARMACE,7898166040670
228328,1691598,2018-02-01,N/I,AMP,3000.0,0.68,DIPIRONA SODICA 1G 2ML SANTISA,7898404220147
228331,1691603,2018-02-07,N/I,AMP,2000.0,0.68,DIPIRONA SODICA 1G 2ML SANTISA,7898404220147
228336,1691606,2018-02-07,N/I,AMP,3000.0,0.68,DIPIRONA SODICA 1G 2ML SANTISA,7898404220147
228338,1691609,2018-02-07,N/I,AMP,13000.0,0.68,DIPIRONA SODICA 1G 2ML SANTISA,7898404220147
228339,1691609,2018-02-07,N/I,FR,146.0,1.1068,DIPIRONA SODICA 500MG/ML 10ML FARMACE,-1
228340,1691609,2018-02-07,N/I,FR,300.0,1.1068,DIPIRONA SODICA 500MG/ML 10ML FARMACE,-1
228343,1691619,2018-02-14,N/I,FR,1750.0,1.1068,DIPIRONA SODICA 500MG/ML 10ML FARMACE,-1
228358,1691649,2018-02-25,N/I,AMP,2000.0,1.0201,DIPIRONA SODICA 1G 2ML SANTISA,7898404220147
228362,1691666,2018-02-27,N/I,AMP,2000.0,1.0201,DIPIRONA SODICA 1G 2ML SANTISA,7898404220147
228364,1691666,2018-02-27,N/I,AMP,600.0,3.3003,HIOSCINA + DIPIRONA 5ML GENERICO FARMACE,-1
228368,1691667,2018-02-27,N/I,FR,500.0,1.6502,DIPIRONA SODICA 500MG/ML 100ML GENERICO FARMARCE,-1
228371,1691671,2018-02-27,N/I,FR,500.0,1.6502,DIPIRONA SODICA 500MG/ML 10ML FARMACE,-1
228434,1693266,2018-02-11,N/I,UN,1200.0,0.53,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SODICA 250MG+10MG VAL(06-20) LT(B18F1175),-1
228436,1693270,2018-02-11,N/I,CP,66.0,0.09,DIPIRONA MONOIDRATADA 500MG,-1
228440,1694380,2018-02-21,RIO DE JANEIRO,AMP,3000.0,1.76,BUTILBROMETO DE ESCOPOLAMINA DIPIRONA MONOIDRATADA 4MG/ML + 500MG/ML SOL INJ AMP VD AMB X 5ML,7898166040670
228480,798526,2018-01-11,Nova Friburgo,FRS,50.0,0.585,DIPIRONA SODICA-500MG/ML GTS 10ML S/C GEN CX 100 FRAS,N/I
228502,803070,2018-02-06,N/I,FR,30.0,0.69,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228503,803072,2018-02-06,N/I,AMP,100.0,1.4,HIOSCINA + DIPIRONA 5ML GENERICO FARMACE,7898166040670
228504,803072,2018-02-06,N/I,AMP,200.0,0.35,DIPIRONA SODICA 1G 2ML DIPIFARMA FARMACE,7898166041004
228508,803075,2018-02-06,N/I,FR,5.0,1.42,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228509,803075,2018-02-06,N/I,AMP,600.0,0.47,DIPIRONA SODICA 1G 2ML DIPIFARMA FARMACE,7898166041004
228513,803080,2018-02-07,N/I,AMP,3000.0,0.35,DIPIRONA SODICA 1G 2ML DIPIFARMA FARMACE,7898166041004
228515,803096,2018-02-08,N/I,FR,1200.0,1.5244,DIPIRONA SODICA 500MG SOLUCAO ORAL 10ML FARMACE,7898166040854
228520,803097,2018-02-08,N/I,FR,5.0,1.42,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228524,803102,2018-02-08,N/I,FR,300.0,0.69,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228526,803104,2018-02-08,N/I,FR,10.0,0.69,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228527,803106,2018-02-08,N/I,AMP,9000.0,0.33,DIPIRONA SODICA 1G 2ML SANTIDOR SANTISA,7898404220147
228530,803107,2018-02-08,N/I,AMP,1000.0,0.35,DIPIRONA SODICA 1G 2ML DIPIFARMA FARMACE,7898166041004
228532,803107,2018-02-08,N/I,FR,400.0,0.69,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228535,803108,2018-02-08,N/I,FR,50.0,0.69,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228547,803117,2018-02-09,N/I,FR,5.0,1.42,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228550,803134,2018-02-20,N/I,AMP,3000.0,0.35,DIPIRONA SODICA 1G 2ML DIPIFARMA FARMACE,7898166041004
228558,803150,2018-02-21,N/I,FR,300.0,0.69,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228561,803151,2018-02-21,N/I,FR,1000.0,0.69,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228566,803152,2018-02-21,N/I,FR,300.0,0.69,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228568,803153,2018-02-21,N/I,FR,300.0,0.69,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228570,803157,2018-02-22,N/I,FR,80.0,0.69,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228575,803180,2018-02-28,N/I,AMP,500.0,0.6,DIPIRONA SODICA 1G 2ML SANTIDOR SANTISA,7898404220147
228579,803218,2018-02-28,N/I,AMP,2000.0,0.6,DIPIRONA SODICA 1G 2ML SANTIDOR SANTISA,7898404220147
228582,803219,2018-02-28,N/I,AMP,100.0,2.33,HIOSCINA + DIPIRONA 5ML GENERICO FARMACE,7898166040670
228584,803219,2018-02-28,N/I,AMP,200.0,0.6,DIPIRONA SODICA 1G 2ML DIPIFARMA FARMACE,7898166041004
228588,803228,2018-02-28,N/I,AMP,3000.0,0.6,DIPIRONA SODICA 1G 2ML DIPIFARMA FARMACE,7898166041004
228593,803231,2018-02-28,N/I,FR,50.0,0.79,DIPIRONA SODICA 500MG/ML 10ML GENERICO FARMACE,7898166040854
228597,803233,2018-02-28,N/I,AMP,800.0,0.6,DIPIRONA SODICA 1G 2ML DIPIFARMA FARMACE,7898166041004
